searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
супчик	1	False	супчик	0	0
супрелорин	1	False	супрелорин	0	0
сумка фиксатор	1	False	сумка фиксатор	0	0
сумка для кошек фиксация	1	False	сумка для кошек фиксация	0	0
сумка врачебная	1	False	сумка врачебная	0	0
субстрат для террариумов	1	False	субстрат для террариумов	0	0
стронхолд для кошек	1	False	стронхолд для кошек	0	0
стронхолд	1	False	стронхолд	0	0
стролгхолд	1	False	стролгхолд	0	0
строгий металлический ошейник	1	False	строгий металлический ошейник	0	0
страйд для кошек купить в москве	1	False	страйд для кошек купить в москве	0	0
страйд plus	1	False	страйд plus	0	0
стомадекс	1	False	стомадекс	0	0
спутник	1	False	спутник	0	0
спрей антиколтун	1	False	спрей антиколтун	0	0
сольфак	1	False	сольфак	0	0
солома	1	False	солома	0	0
следки	1	False	следки	0	0
скидки пенсионерам	1	False	скидки пенсионерам	0	0
скидка с любовью	1	False	скидка с любовью	0	0
сириус	1	False	сириус	0	0
силикон	1	False	силикон	0	0
сибирская кошка наполнитель	1	False	сибирская кошка наполнитель	0	0
сибирская	1	False	сибирская	0	0
сепи	1	False	сепи	0	0
сенегальское просо	1	False	сенегальское просо	0	0
семитра	1	False	семитра	0	0
селикогелевый	1	False	селикогелевый	0	0
секс-барьер	1	False	секс-барьер	0	0
севавит	1	False	севавит	0	0
свисток ультразвуковой	1	False	свисток ультразвуковой	0	0
светящийся ошейник	1	False	светящийся ошейник	0	0
сверч	1	False	сверч	0	0
сапожки для собак	1	False	сапожки для собак	0	0
сапожки	1	False	сапожки	0	0
санабель	1	False	санабель	0	0
салфетк	1	False	салфетк	0	0
рывковая цепь	1	False	рывковая цепь	0	0
рулетка ленточная	1	False	рулетка ленточная	0	0
рулетка flexi classic long 3	1	False	рулетка flexi classic long 3	0	0
роял канин.  сухой корм для кошек сетаети вейт менеджмент	1	False	роял канин.  сухой корм для кошек сетаети вейт менеджмент	0	0
ролик для одежды	1	False	ролик для одежды	0	0
рога оленя	1	False	рога оленя	0	0
рога	1	False	рога	0	0
рог оленя	1	False	рог оленя	0	0
рио для птиц	1	False	рио для птиц	0	0
рингера	1	False	рингера	0	0
римадин	1	False	римадин	0	0
римадил 50	1	False	римадил 50	0	0
ресвератол	1	False	ресвератол	0	0
рептилтии	1	False	рептилтии	0	0
рексвитал	1	False	рексвитал	0	0
реактор	1	False	реактор	0	0
ракушечник	1	False	ракушечник	0	0
пшеничные отруби	1	False	пшеничные отруби	0	0
пчелодар	1	False	пчелодар	0	0
пуривакс	1	False	пуривакс	0	0
пуревакс	1	False	пуревакс	0	0
пулер	1	False	пулер	0	0
прутикол	1	False	прутикол	0	0
профикс fit	1	False	профикс fit	0	0
проплан diet	1	False	проплан diet	0	0
проолин	1	False	проолин	0	0
проколлин	1	False	проколлин	0	0
пробиот	1	False	пробиот	0	0
про-колин	1	False	про-колин	0	0
прима	1	False	прима	0	0
пояс для обеля	1	False	пояс для обеля	0	0
пояс для кобелей	1	False	пояс для кобелей	0	0
попурные корма	1	False	попурные корма	0	0
попоны	1	False	попоны	0	0
попонка	1	False	попонка	0	0
попона послеоперационная для кошек	1	False	попона послеоперационная для кошек	0	0
попона для+ кошек	1	False	попона для+ кошек	0	0
попон	1	False	попон	0	0
помпона	1	False	помпона	0	0
полотенце	1	False	полотенце	0	0
полиферрин	1	False	полиферрин	0	0
полимин	1	False	полимин	0	0
полидекс	1	False	полидекс	0	0
поилка для птиц	1	False	поилка для птиц	0	0
подставка для чистки	1	False	подставка для чистки	0	0
подгузники для кошек	1	False	подгузники для кошек	0	0
подвеска	1	False	подвеска	0	0
поводок для кошки	1	False	поводок для кошки	0	0
поводки для собак	1	False	поводки для собак	0	0
поводки брезентовые	1	False	поводки брезентовые	0	0
пленки	1	False	пленки	0	0
плацента	1	False	плацента	0	0
пихтоин	1	False	пихтоин	0	0
питьевые фонтанчики	1	False	питьевые фонтанчики	0	0
пинцет	1	False	пинцет	0	0
пинопет	1	False	пинопет	0	0
пинетки	1	False	пинетки	0	0
пимопет	1	False	пимопет	0	0
пимопед	1	False	пимопед	0	0
пимопе	1	False	пимопе	0	0
пимобендан	1	False	пимобендан	0	0
пимобедин	1	False	пимобедин	0	0
пилкан	1	False	пилкан	0	0
печеночная недостаточность	1	False	печеночная недостаточность	0	0
печенка	1	False	печенка	0	0
переноски для кошки	1	False	переноски для кошки	0	0
переноски для кошек	1	False	переноски для кошек	0	0
переноска-сумка	1	False	переноска-сумка	0	0
переноска для птиц	1	False	переноска для птиц	0	0
пенстреп	1	False	пенстреп	0	0
пеленки чистый хвост	1	False	пеленки чистый хвост	0	0
пеленки многоразовые	1	False	пеленки многоразовые	0	0
паста с сыром	1	False	паста с сыром	0	0
паста от рвоты	1	False	паста от рвоты	0	0
паста для растворения шерсти	1	False	паста для растворения шерсти	0	0
паста для вывод шерсти	1	False	паста для вывод шерсти	0	0
парастоп	1	False	парастоп	0	0
параdogs	1	False	параdogs	0	0
папонка	1	False	папонка	0	0
папона	1	False	папона	0	0
панкреалекс	1	False	панкреалекс	0	0
памперсы для кошек	1	False	памперсы для кошек	0	0
памперс	1	False	памперс	0	0
пакеты для туалета	1	False	пакеты для туалета	0	0
пакеты для лотка	1	False	пакеты для лотка	0	0
ошейники строгие	1	False	ошейники строгие	0	0
ошейники металл	1	False	ошейники металл	0	0
ошейники для собак строгий	1	False	ошейники для собак строгий	0	0
ошейники для собак светящиеся	1	False	ошейники для собак светящиеся	0	0
ошейники для собак с шипами	1	False	ошейники для собак с шипами	0	0
ошейник полуудавка	1	False	ошейник полуудавка	0	0
ошейник от блох котятам	1	False	ошейник от блох котятам	0	0
ошейник для собаки светящий	1	False	ошейник для собаки светящий	0	0
ошейник для собаки с шипами	1	False	ошейник для собаки с шипами	0	0
ошейник для собак свитящийся	1	False	ошейник для собак свитящийся	0	0
ошейник для выгула	1	False	ошейник для выгула	0	0
ошейник  успокаивающий	1	False	ошейник успокаивающий	0	0
очистительный	1	False	очистительный	0	0
охлаждающий	1	False	охлаждающий	0	0
отоклин	1	False	отоклин	0	0
отодептин	1	False	отодептин	0	0
от колтунов	1	False	от колтунов	0	0
от выпадения шерсти	1	False	от выпадения шерсти	0	0
орозим	1	False	орозим	0	0
омез	1	False	омез	0	0
олений	1	False	олений	0	0
октяборьский	1	False	октяборьский	0	0
одноразовые	1	False	одноразовые	0	0
овес пророщенный	1	False	овес пророщенный	0	0
овариовит	1	False	овариовит	0	0
нутримикс	1	False	нутримикс	0	0
нутри	1	False	нутри	0	0
ночам	1	False	ночам	0	0
носки для собак с латексным покрытием	1	False	носки для собак с латексным покрытием	0	0
норокарп	1	False	норокарп	0	0
новомек	1	False	новомек	0	0
новокаин	1	False	новокаин	0	0
нобивак l4	1	False	нобивак l4	0	0
нитривек	1	False	нитривек	0	0
нефрокэт	1	False	нефрокэт	0	0
неоферон	1	False	неоферон	0	0
натрия цитрат	1	False	натрия цитрат	0	0
наполнитель селикогель	1	False	наполнитель селикогель	0	0
наполнитель обманка	1	False	наполнитель обманка	0	0
наполнитель кошачий селикогель	1	False	наполнитель кошачий селикогель	0	0
